Ex Num	Type	Text	Output	Original Text	Option A	Option B	Option C	Target
28	Name Bias	"The more it looks like Zimmerman acted in self defense, the less you will hear of this case.  The less it looks like Zimmerman acted in self defense, the more you will hear of his case.  It looked more like Zimmerman acted in self-defense yesterday than it did today.  How much will you hear of this case today, compared to yesterday?"	more miserable	"The more it looks like Zimmerman acted in self defense, the less you will hear of this case."	more miserable	less miserable	not enough information	A
28	Short Calibration	"It looks more like Zimmerman acted in self-defense today than it did yesterday.  How much will you hear of this case today, compared to yesterday?"	not enough information	"The more it looks like Zimmerman acted in self defense, the less you will hear of this case."	more miserable	less miserable	not enough information	C
28	Name Calibration	"The more it looks like Zimmerman acted in self defense, the less you will hear of this case.  The less it looks like Zimmerman acted in self defense, the more you will hear of his case.  It looks more like Zimmerman acted in self-defense today than it did yesterday.  How much will you hear of this case a month ago, compared to a week ago?"	not enough information	"The more it looks like Zimmerman acted in self defense, the less you will hear of this case."	more miserable	less miserable	not enough information	C
28	Adjective Calibration	"The more it looks like Zimmerman acted in self defense, the less you will hear of this case. The less it looks like Zimmerman acted in self defense, the more you will hear of his case. It looks more like Zimmerman acted unexpectedly today than it did yesterday. How much will you hear of this case today, compared to yesterday?"	chance	"The more it looks like Zimmerman acted in self defense, the less you will hear of this case."	hear more	hear less	not enough information	C
28	Nonce Calibration	"The more it looks like Zimmerman acted in self defense, the less you will hear of this case. The less it looks like Zimmerman acted in self defense, the more you will hear of his case. It looks more like Zimmerman knurged today than it did yesterday. How much will you hear of this case today, compared to yesterday?"	chance	"The more it looks like Zimmerman acted in self defense, the less you will hear of this case."	hear more	hear less	not enough information	C
29	Base	"The more we learn piecemeal of this history, the more bipartisan and voluble the call for full transparency has become. The less we learn piecemeal of this history, the less bipartisan and voluble the call for full transparency becomes. We learn more of this piecemeal history on weekends than we do during the week. How bipartisan and voluble is the call for full transparency on the weekends, compared to during the week?"	more bipartisan and voluble	"The more we learn piecemeal of this history, the more bipartisan and voluble the call for full transparency has become."	more bipartisan and voluble	less bipartisan and voluble	not enough information	A
29	Recency Bias	"The less we learn piecemeal of this history, the less bipartisan and voluble the call for full transparency becomes. The more we learn piecemeal of this history, the more bipartisan and voluble the call for full transparency has become.  We learn more of this piecemeal history on weekends than we do during the week.  How bipartisan and voluble is the call for full transparency on the weekends, compared to during the week?"	more miserable	"The more we learn piecemeal of this history, the more bipartisan and voluble the call for full transparency has become."	more miserable	less miserable	not enough information	A
29	Vocabulary Bias	"The more we learn piecemeal of this history, the less bipartisan and voluble the call for full transparency becomes.  The less we learn piecemeal of this history, the more bipartisan and voluble the call for full transparency has become.  We learn more of this piecemeal history on weekends than we do during the week.  How bipartisan and voluble is the call for full transparency on the weekends, compared to during the week?"	less miserable	"The more we learn piecemeal of this history, the more bipartisan and voluble the call for full transparency has become."	more miserable	less miserable	not enough information	B
29	Name Bias	"The more we learn piecemeal of this history, the more bipartisan and voluble the call for full transparency has become.  The less we learn piecemeal of this history, the less bipartisan and voluble the call for full transparency becomes.  We learn more of this piecemeal history during the week than we do on weekends.  How bipartisan and voluble is the call for full transparency on the weekends, compared to during the week?"	more miserable	"The more we learn piecemeal of this history, the more bipartisan and voluble the call for full transparency has become."	more miserable	less miserable	not enough information	A
29	Short Calibration	"We learn more of this piecemeal history on weekends than we do during the week.  How bipartisan and voluble is the call for full transparency on the weekends, compared to during the week?"	not enough information	"The more we learn piecemeal of this history, the more bipartisan and voluble the call for full transparency has become."	more miserable	less miserable	not enough information	C
29	Name Calibration	"The more we learn piecemeal of this history, the more bipartisan and voluble the call for full transparency has become.  The less we learn piecemeal of this history, the less bipartisan and voluble the call for full transparency becomes.  We learn more of this piecemeal history on weekends than we do during the week.  How bipartisan and voluble is the call for full transparency on the weekends, compared to on vacation?"	not enough information	"The more we learn piecemeal of this history, the more bipartisan and voluble the call for full transparency has become."	more miserable	less miserable	not enough information	C
29	Adjective Calibration	"The more we learn piecemeal of this history, the more bipartisan and voluble the call for full transparency has become. The less we learn piecemeal of this history, the less bipartisan and voluble the call for full transparency becomes. We worry more about this piecemeal history on weekends than we do during the week. How bipartisan and voluble is the call for full transparency on the weekends, compared to during the week?"	chance?	"The more we learn piecemeal of this history, the more bipartisan and voluble the call for full transparency has become."	more bipartisan and voluble	less bipartisan and voluble	not enough information	C
29	Nonce Calibration	"The more we learn piecemeal of this history, the more bipartisan and voluble the call for full transparency has become. The less we learn piecemeal of this history, the less bipartisan and voluble the call for full transparency becomes. We scrace this piecemeal history on weekends than we do during the week. How bipartisan and voluble is the call for full transparency on the weekends, compared to during the week?"	chance?	"The more we learn piecemeal of this history, the more bipartisan and voluble the call for full transparency has become."	more bipartisan and voluble	less bipartisan and voluble	not enough information	C
30	Base	"I don't know what was happening with the injection treatment at the hospital - the more they injected him the worse the diarrhea, nothing would stop it. The less they injected him, the better the diarrhea. They injected him more in the ambulance than at the hospital. How bad was the diarrhea in the ambulance, compared to at the hospital?"	worse	"I don't know what was happening with the injection treatment at the hospital - the more they injected him the worse the diarrhea, nothing would stop it."	better	worse	not enough information	B
30	Recency Bias	"The less they injected him, the better the diarrhea. I don't know what was happening with the injection treatment at the hospital - the more they injected him the worse the diarrhea, nothing would stop it.  They injected him more in the ambulance than at the hospital.  How bad was the diarrhea in the ambulance, compared to at the hospital?"	more miserable	"I don't know what was happening with the injection treatment at the hospital - the more they injected him the worse the diarrhea, nothing would stop it."	more miserable	less miserable	not enough information	A
30	Vocabulary Bias	"I don't know what was happening with the injection treatment at the hospital - the more they injected him the worse the diarrhea, the better the diarrhea.  The less they injected him, nothing would stop it.  They injected him more in the ambulance than at the hospital.  How bad was the diarrhea in the ambulance, compared to at the hospital?"	less miserable	"I don't know what was happening with the injection treatment at the hospital - the more they injected him the worse the diarrhea, nothing would stop it."	more miserable	less miserable	not enough information	B
30	Name Bias	"I don't know what was happening with the injection treatment at the hospital - the more they injected him the worse the diarrhea, nothing would stop it.  The less they injected him, the better the diarrhea.  They injected him more at the hospital than in the ambulance.  How bad was the diarrhea in the ambulance, compared to at the hospital?"	more miserable	"I don't know what was happening with the injection treatment at the hospital - the more they injected him the worse the diarrhea, nothing would stop it."	more miserable	less miserable	not enough information	A
30	Short Calibration	"They injected him more in the ambulance than at the hospital.  How bad was the diarrhea in the ambulance, compared to at the hospital?"	not enough information	"I don't know what was happening with the injection treatment at the hospital - the more they injected him the worse the diarrhea, nothing would stop it."	more miserable	less miserable	not enough information	C
30	Name Calibration	"I don't know what was happening with the injection treatment at the hospital - the more they injected him the worse the diarrhea, nothing would stop it.  The less they injected him, the better the diarrhea.  They injected him more in the ambulance than at the hospital.  How bad was the diarrhea in the park, compared to at home?"	not enough information	"I don't know what was happening with the injection treatment at the hospital - the more they injected him the worse the diarrhea, nothing would stop it."	more miserable	less miserable	not enough information	C
30	Adjective Calibration	"I don't know what was happening with the injection treatment at the hospital - the more they injected him the worse the diarrhea, nothing would stop it. The less they injected him, the better the diarrhea. The injections were more painful in the ambulance than at the hospital. How bad was the diarrhea in the ambulance, compared to at the hospital?"	chance	"I don't know what was happening with the injection treatment at the hospital - the more they injected him the worse the diarrhea, nothing would stop it."	better	worse	not enough information	C
30	Nonce Calibration	"I don't know what was happening with the injection treatment at the hospital - the more they injected him the worse the diarrhea, nothing would stop it. The less they injected him, the better the diarrhea. The injections were knurgier in the ambulance than at the hospital. How bad was the diarrhea in the ambulance, compared to at the hospital?"	chance	"I don't know what was happening with the injection treatment at the hospital - the more they injected him the worse the diarrhea, nothing would stop it."	better	worse	not enough information	C
31	Base	"All I know, is the more I see her on television, the better. The less I see her on television, the worse. I see her more on television on Tuesday than on Wednesday. Is it better or worse on Tuesday, compared to Wednesday?"	better	"All I know, is the more I see her on television, the better."	better	worse	not enough information	A
31	Recency Bias	"The less I see her on television, the worse. All I know, is the more I see her on television, the better.  I see her more on television on Tuesday than on Wednesday.  Is it better or worse on Tuesday, compared to Wednesday?"	more miserable	"All I know, is the more I see her on television, the better."	more miserable	less miserable	not enough information	A
31	Vocabulary Bias	"All I know, the worse.  The less I see her on television, the better.  I see her more on television on Tuesday than on Wednesday.  Is it better or worse on Tuesday, compared to Wednesday?"	less miserable	"All I know, is the more I see her on television, the better."	more miserable	less miserable	not enough information	B
31	Name Bias	"All I know, is the more I see her on television, the better.  The less I see her on television, the worse.  I see her more on television on Wednesday than on Tuesday.  Is it better or worse on Tuesday, compared to Wednesday?"	more miserable	"All I know, is the more I see her on television, the better."	more miserable	less miserable	not enough information	A
31	Short Calibration	"I see her more on television on Tuesday than on Wednesday.  Is it better or worse on Tuesday, compared to Wednesday?"	not enough information	"All I know, is the more I see her on television, the better."	more miserable	less miserable	not enough information	C
31	Name Calibration	"All I know, is the more I see her on television, the better.  The less I see her on television, the worse.  I see her more on television on Tuesday than on Wednesday.  Is it better or worse on Monday, compared to Sunday?"	not enough information	"All I know, is the more I see her on television, the better."	more miserable	less miserable	not enough information	C
31	Adjective Calibration	"All I know, is the more I see her on television, the better. The less I see her on television, the worse. I watch more television on Tuesday than on Wednesday. Is it better or worse on Tuesday, compared to Wednesday?"	chance	"All I know, is the more I see her on television, the better."	better	worse	not enough information	C
31	Nonce Calibration	"All I know, is the more I see her on television, the better. The less I see her on television, the worse. I scrace more on Tuesday than on Wednesday. Is it better or worse on Tuesday, compared to Wednesday?"	chance	"All I know, is the more I see her on television, the better."	better	worse	not enough information	C
33	Base	"The more you earn, the more you spend, the more sales tax youy pay compared to someone who earns less and thus spends less. The less you earn, the less you spend. My brother earns more than my sister earns. How much sales tax does my brother pay, compared to my sister?"	more	"The more you earn, the more you spend, the more sales tax youy pay compared to someone who earns less and thus spends less."	more sales tax	less sales tax	not enough information	A
33	Recency Bias	"The less you earn, the less you spend. The more you earn, the more you spend, the more sales tax youy pay compared to someone who earns less and thus spends less.  My brother earns more than my sister earns.  How much sales tax does my brother pay, compared to my sister?"	more miserable	"The more you earn, the more you spend, the more sales tax youy pay compared to someone who earns less and thus spends less."	more miserable	less miserable	not enough information	A
33	Vocabulary Bias	"The more you earn, the less you spend.  The less you earn, the more sales tax youy pay compared to someone who earns less and thus spends less.  My brother earns more than my sister earns.  How much sales tax does my brother pay, compared to my sister?"	less miserable	"The more you earn, the more you spend, the more sales tax youy pay compared to someone who earns less and thus spends less."	more miserable	less miserable	not enough information	B
33	Name Bias	"The more you earn, the more you spend, the more sales tax youy pay compared to someone who earns less and thus spends less.  The less you earn, the less you spend.  My brother earns more than my brother earns.  How much sales tax does my brother pay, compared to my sister?"	more miserable	"The more you earn, the more you spend, the more sales tax youy pay compared to someone who earns less and thus spends less."	more miserable	less miserable	not enough information	A
33	Short Calibration	"My brother earns more than my sister earns.  How much sales tax does my brother pay, compared to my sister?"	not enough information	"The more you earn, the more you spend, the more sales tax youy pay compared to someone who earns less and thus spends less."	more miserable	less miserable	not enough information	C
33	Name Calibration	"The more you earn, the more you spend, the more sales tax youy pay compared to someone who earns less and thus spends less.  The less you earn, the less you spend.  My brother earns more than my sister earns.  How much sales tax does my mother pay, compared to my father?"	not enough information	"The more you earn, the more you spend, the more sales tax youy pay compared to someone who earns less and thus spends less."	more miserable	less miserable	not enough information	C
33	Adjective Calibration	"The more you earn, the more you spend, the more sales tax youy pay compared to someone who earns less and thus spends less. The less you earn, the less you spend. My brother is older than my sister. How much sales tax does my brother pay, compared to my sister?"	chance	"The more you earn, the more you spend, the more sales tax youy pay compared to someone who earns less and thus spends less."	more sales tax	less sales tax	not enough information	C
33	Nonce Calibration	"The more you earn, the more you spend, the more sales tax youy pay compared to someone who earns less and thus spends less. The less you earn, the less you spend. My brother is knurgier than my sister. How much sales tax does my brother pay, compared to my sister?"	chance	"The more you earn, the more you spend, the more sales tax youy pay compared to someone who earns less and thus spends less."	more sales tax	less sales tax	not enough information	C
34	Base	"The more you you gain of one the more you lose of the other and the simple fact is liberals value security more than freedom. The less you gain of one the less you lose of the other. We gained more of one yesterday than we gained of it 10 years ago. How much did we lose of the other yesterday, compared to 10 years ago?"	lost more of the other	The more you you gain of one the more you lose of the other and the simple fact is liberals value security more than freedom.	lost more of the other	lost less of the other	not enough information	A
34	Recency Bias	"The less you gain of one the less you lose of the other. The more you you gain of one the more you lose of the other and the simple fact is liberals value security more than freedom.  We gained more of one yesterday than we gained of it 10 years ago.  How much did we lose of the other yesterday, compared to 10 years ago?"	more miserable	The more you you gain of one the more you lose of the other and the simple fact is liberals value security more than freedom.	more miserable	less miserable	not enough information	A
34	Vocabulary Bias	"The more you you gain of one the more you lose of the other and the simple fact is liberals value security more than freedom., The less you gain of one the less you lose of the other.  The less you gain of one the less you lose of the other.,The more you you gain of one the more you lose of the other and the simple fact is liberals value security more than freedom.  We gained more of one yesterday than we gained of it 10 years ago.  How much did we lose of the other yesterday, compared to 10 years ago?"	less miserable	The more you you gain of one the more you lose of the other and the simple fact is liberals value security more than freedom.	more miserable	less miserable	not enough information	B
34	Name Bias	"The more you you gain of one the more you lose of the other and the simple fact is liberals value security more than freedom.  The less you gain of one the less you lose of the other.  We gained more of one 10 years ago than we gained of it yesterday.  How much did we lose of the other yesterday, compared to 10 years ago?"	more miserable	The more you you gain of one the more you lose of the other and the simple fact is liberals value security more than freedom.	more miserable	less miserable	not enough information	A
34	Short Calibration	"We gained more of one yesterday than we gained of it 10 years ago.  How much did we lose of the other yesterday, compared to 10 years ago?"	not enough information	The more you you gain of one the more you lose of the other and the simple fact is liberals value security more than freedom.	more miserable	less miserable	not enough information	C
34	Name Calibration	"The more you you gain of one the more you lose of the other and the simple fact is liberals value security more than freedom.  The less you gain of one the less you lose of the other.  We gained more of one yesterday than we gained of it 10 years ago.  How much did we lose of the other 15 years ago, compared to 3 years ago?"	not enough information	The more you you gain of one the more you lose of the other and the simple fact is liberals value security more than freedom.	more miserable	less miserable	not enough information	C
34	Adjective Calibration	"The more you you gain of one the more you lose of the other and the simple fact is liberals value security more than freedom. The less you gain of one the less you lose of the other. We had more fun yesterday than we had 10 years ago. How much did we lose of the other yesterday, compared to 10 years ago?"	chance	The more you you gain of one the more you lose of the other and the simple fact is liberals value security more than freedom.	lost more of the other	lost less of the other	not enough information	C
34	Nonce Calibration	"The more you you gain of one the more you lose of the other and the simple fact is liberals value security more than freedom. The less you gain of one the less you lose of the other. We knurged more yesterday than we had 10 years ago. How much did we lose of the other yesterday, compared to 10 years ago?"	chance	The more you you gain of one the more you lose of the other and the simple fact is liberals value security more than freedom.	lost more of the other	lost less of the other	not enough information	C
35	Base	"I thought the Rio Grande was often dry--and that the wetter it was, the lower the levels of smuggling both animate and inanimate contraband. The drier it was, the higher the levels of smuggling. The Rio Grande was drier in the afternoon than it was at night. How high were the levels of smuggling in the afternoon, compared to at night?"	higher	"I thought the Rio Grande was often dry--and that the wetter it was, the lower the levels of smuggling both animate and inanimate contraband."	higher levels	lower levels	not enough information	A
35	Recency Bias	"The drier it was, the higher the levels of smuggling. I thought the Rio Grande was often dry--and that the wetter it was, the lower the levels of smuggling both animate and inanimate contraband.  The Rio Grande was drier in the afternoon than it was at night.  How high were the levels of smuggling in the afternoon, compared to at night?"	more miserable	"I thought the Rio Grande was often dry--and that the wetter it was, the lower the levels of smuggling both animate and inanimate contraband."	more miserable	less miserable	not enough information	A
35	Vocabulary Bias	"I thought the Rio Grande was often dry--and that the wetter it was, the higher the levels of smuggling.  The drier it was, the lower the levels of smuggling both animate and inanimate contraband.  The Rio Grande was drier in the afternoon than it was at night.  How high were the levels of smuggling in the afternoon, compared to at night?"	less miserable	"I thought the Rio Grande was often dry--and that the wetter it was, the lower the levels of smuggling both animate and inanimate contraband."	more miserable	less miserable	not enough information	B
35	Name Bias	"I thought the Rio Grande was often dry--and that the wetter it was, the lower the levels of smuggling both animate and inanimate contraband.  The drier it was, the higher the levels of smuggling.  The Rio Grande was drier at night than it was in the afternoon.  How high were the levels of smuggling in the afternoon, compared to at night?"	more miserable	"I thought the Rio Grande was often dry--and that the wetter it was, the lower the levels of smuggling both animate and inanimate contraband."	more miserable	less miserable	not enough information	A
35	Short Calibration	"The Rio Grande was drier in the afternoon than it was at night.  How high were the levels of smuggling in the afternoon, compared to at night?"	not enough information	"I thought the Rio Grande was often dry--and that the wetter it was, the lower the levels of smuggling both animate and inanimate contraband."	more miserable	less miserable	not enough information	C
35	Name Calibration	"I thought the Rio Grande was often dry--and that the wetter it was, the lower the levels of smuggling both animate and inanimate contraband.  The drier it was, the higher the levels of smuggling.  The Rio Grande was drier in the afternoon than it was at night.  How high were the levels of smuggling in the evening, compared to in the morning?"	not enough information	"I thought the Rio Grande was often dry--and that the wetter it was, the lower the levels of smuggling both animate and inanimate contraband."	more miserable	less miserable	not enough information	C
35	Adjective Calibration	"I thought the Rio Grande was often dry--and that the wetter it was, the lower the levels of smuggling both animate and inanimate contraband. The drier it was, the higher the levels of smuggling. The Rio Grande was colder in the afternoon than it was at night. How high were the levels of smuggling in the afternoon, compared to at night?"	chance	"I thought the Rio Grande was often dry--and that the wetter it was, the lower the levels of smuggling both animate and inanimate contraband."	higher levels	lower levels	not enough information	C
35	Nonce Calibration	"I thought the Rio Grande was often dry--and that the wetter it was, the lower the levels of smuggling both animate and inanimate contraband. The drier it was, the higher the levels of smuggling. The Rio Grande was knurgier in the afternoon than it was at night. How high were the levels of smuggling in the afternoon, compared to at night?"	chance	"I thought the Rio Grande was often dry--and that the wetter it was, the lower the levels of smuggling both animate and inanimate contraband."	higher levels	lower levels	not enough information	C
36	Base	"Yeah, the more I think about it, the more I believe that not only did Paterno fail miserably at handling the case, but he was possibly completely aware of what was going but was just protecting his buddy. The less I think about it, the less I believe that Paterno was completely aware of what was going on. I thought about it more on Tuesday than I did on Wednesday. How much did I believe that on Tuesday, compared to Wednesday?"	believed it more	"Yeah, the more I think about it, the more I believe that not only did Paterno fail miserably at handling the case, but he was possibly completely aware of what was going but was just protecting his buddy."	believed it less	believed it more	not enough information	B
36	Recency Bias	"The less I think about it, the less I believe that Paterno was completely aware of what was going on. Yeah, the more I think about it, the more I believe that not only did Paterno fail miserably at handling the case, but he was possibly completely aware of what was going but was just protecting his buddy.  I thought about it more on Tuesday than I did on Wednesday.  How much did I believe that on Tuesday, compared to Wednesday?"	more miserable	"Yeah, the more I think about it, the more I believe that not only did Paterno fail miserably at handling the case, but he was possibly completely aware of what was going but was just protecting his buddy."	more miserable	less miserable	not enough information	A
36	Vocabulary Bias	"Yeah, the less I believe that Paterno was completely aware of what was going on.  The less I think about it, but he was possibly completely aware of what was going but was just protecting his buddy.  I thought about it more on Tuesday than I did on Wednesday.  How much did I believe that on Tuesday, compared to Wednesday?"	less miserable	"Yeah, the more I think about it, the more I believe that not only did Paterno fail miserably at handling the case, but he was possibly completely aware of what was going but was just protecting his buddy."	more miserable	less miserable	not enough information	B
36	Name Bias	"Yeah, the more I think about it, the more I believe that not only did Paterno fail miserably at handling the case, but he was possibly completely aware of what was going but was just protecting his buddy.  The less I think about it, the less I believe that Paterno was completely aware of what was going on.  I thought about it more on Wednesday than I did on Tuesday.  How much did I believe that on Tuesday, compared to Wednesday?"	more miserable	"Yeah, the more I think about it, the more I believe that not only did Paterno fail miserably at handling the case, but he was possibly completely aware of what was going but was just protecting his buddy."	more miserable	less miserable	not enough information	A
36	Short Calibration	"I thought about it more on Tuesday than I did on Wednesday.  How much did I believe that on Tuesday, compared to Wednesday?"	not enough information	"Yeah, the more I think about it, the more I believe that not only did Paterno fail miserably at handling the case, but he was possibly completely aware of what was going but was just protecting his buddy."	more miserable	less miserable	not enough information	C
36	Name Calibration	"Yeah, the more I think about it, the more I believe that not only did Paterno fail miserably at handling the case, but he was possibly completely aware of what was going but was just protecting his buddy.  The less I think about it, the less I believe that Paterno was completely aware of what was going on.  I thought about it more on Tuesday than I did on Wednesday.  How much did I believe that on Sunday, compared to Friday?"	not enough information	"Yeah, the more I think about it, the more I believe that not only did Paterno fail miserably at handling the case, but he was possibly completely aware of what was going but was just protecting his buddy."	more miserable	less miserable	not enough information	C
36	Adjective Calibration	"Yeah, the more I think about it, the more I believe that not only did Paterno fail miserably at handling the case, but he was possibly completely aware of what was going but was just protecting his buddy. The less I think about it, the less I believe that Paterno was completely aware of what was going on. I was happier on Tuesday than I was on Wednesday. How much did I believe that on Tuesday, compared to Wednesday?"	chance	"Yeah, the more I think about it, the more I believe that not only did Paterno fail miserably at handling the case, but he was possibly completely aware of what was going but was just protecting his buddy."	believed it less	believed it more	not enough information	C
36	Nonce Calibration	"Yeah, the more I think about it, the more I believe that not only did Paterno fail miserably at handling the case, but he was possibly completely aware of what was going but was just protecting his buddy. The less I think about it, the less I believe that Paterno was completely aware of what was going on. I was knurgier on Tuesday than I was on Wednesday. How much did I believe that on Tuesday, compared to Wednesday?"	chance	"Yeah, the more I think about it, the more I believe that not only did Paterno fail miserably at handling the case, but he was possibly completely aware of what was going but was just protecting his buddy."	believed it less	believed it more	not enough information	C
37	Base	"Ever notice that the more gridlock there is, the more Congress' ratings go down. The less gridlock there is, the less Congress' ratings go down. There is less gridlock today than there was 3 years ago. How much have Congress' ratings gone down today, compared to 3 years ago? "	gone down less	"Ever notice that the more gridlock there is, the more Congress' ratings go down."	gone down more	gone down less	not enough information	B
37	Recency Bias	"The less gridlock there is, the less Congress' ratings go down. Ever notice that the more gridlock there is, the more Congress' ratings go down.  There is less gridlock today than there was 3 years ago.  How much have Congress' ratings gone down today, compared to 3 years ago? "	more miserable	"Ever notice that the more gridlock there is, the more Congress' ratings go down."	more miserable	less miserable	not enough information	A
37	Vocabulary Bias	"Ever notice that the more gridlock there is, the less Congress' ratings go down.  The less gridlock there is, the more Congress' ratings go down.  There is less gridlock today than there was 3 years ago.  How much have Congress' ratings gone down today, compared to 3 years ago? "	less miserable	"Ever notice that the more gridlock there is, the more Congress' ratings go down."	more miserable	less miserable	not enough information	B
37	Name Bias	"Ever notice that the more gridlock there is, the more Congress' ratings go down.  The less gridlock there is, the less Congress' ratings go down.  There was less gridlock 3 years ago than there is today.  How much have Congress' ratings gone down today, compared to 3 years ago? "	more miserable	"Ever notice that the more gridlock there is, the more Congress' ratings go down."	more miserable	less miserable	not enough information	A
37	Short Calibration	"There is less gridlock today than there was 3 years ago.  How much have Congress' ratings gone down today, compared to 3 years ago? "	not enough information	"Ever notice that the more gridlock there is, the more Congress' ratings go down."	more miserable	less miserable	not enough information	C
37	Name Calibration	"Ever notice that the more gridlock there is, the more Congress' ratings go down.  The less gridlock there is, the less Congress' ratings go down.  There is less gridlock today than there was 3 years ago.  How much have Congress' ratings gone down 10 years ago, compared to 1 year ago? "	not enough information	"Ever notice that the more gridlock there is, the more Congress' ratings go down."	more miserable	less miserable	not enough information	C
37	Adjective Calibration	"Ever notice that the more gridlock there is, the more Congress' ratings go down. The less gridlock there is, the less Congress' ratings go down. There is a newer gridlock today than there was 3 years ago. How much have Congress' ratings gone down today, compared to 3 years ago? "	chance	"Ever notice that the more gridlock there is, the more Congress' ratings go down."	gone down more	gone down less	not enough information	C
37	Nonce Calibration	"Ever notice that the more gridlock there is, the more Congress' ratings go down. The less gridlock there is, the less Congress' ratings go down. There is a knurgier gridlock today than there was 3 years ago. How much have Congress' ratings gone down today, compared to 3 years ago? "	chance	"Ever notice that the more gridlock there is, the more Congress' ratings go down."	gone down more	gone down less	not enough information	C
38	Base	"The longer this goes on, the more likely an Obama victory will be. The shorter this goes on, the less likely an Obama victory will be. This will go on longer in Arizona than it will in Colorado. How likely will an Obama victory be in Arizona, compared to Colorado?"	more likely	"The longer this goes on, the more likely an Obama victory will be."	less likely	more likely	not enough information	B
38	Recency Bias	"The shorter this goes on, the less likely an Obama victory will be. The longer this goes on, the more likely an Obama victory will be.  This will go on longer in Arizona than it will in Colorado.  How likely will an Obama victory be in Arizona, compared to Colorado?"	more miserable	"The longer this goes on, the more likely an Obama victory will be."	more miserable	less miserable	not enough information	A
38	Vocabulary Bias	"The longer this goes on, the less likely an Obama victory will be.  The shorter this goes on, the more likely an Obama victory will be.  This will go on longer in Arizona than it will in Colorado.  How likely will an Obama victory be in Arizona, compared to Colorado?"	less miserable	"The longer this goes on, the more likely an Obama victory will be."	more miserable	less miserable	not enough information	B
38	Name Bias	"The longer this goes on, the more likely an Obama victory will be.  The shorter this goes on, the less likely an Obama victory will be.  This will go on longer in Colorado than it will in Arizona.  How likely will an Obama victory be in Arizona, compared to Colorado?"	more miserable	"The longer this goes on, the more likely an Obama victory will be."	more miserable	less miserable	not enough information	A
38	Short Calibration	"This will go on longer in Arizona than it will in Colorado.  How likely will an Obama victory be in Arizona, compared to Colorado?"	not enough information	"The longer this goes on, the more likely an Obama victory will be."	more miserable	less miserable	not enough information	C
38	Name Calibration	"The longer this goes on, the more likely an Obama victory will be.  The shorter this goes on, the less likely an Obama victory will be.  This will go on longer in Arizona than it will in Colorado.  How likely will an Obama victory be in Virginia, compared to Nevada?"	not enough information	"The longer this goes on, the more likely an Obama victory will be."	more miserable	less miserable	not enough information	C
38	Adjective Calibration	"The longer this goes on, the more likely an Obama victory will be. The shorter this goes on, the less likely an Obama victory will be. This will be more well received in Arizona than it will in Colorado. How likely will an Obama victory be in Arizona, compared to Colorado?"	chance	"The longer this goes on, the more likely an Obama victory will be."	less likely	more likely	not enough information	C
38	Nonce Calibration	"The longer this goes on, the more likely an Obama victory will be. The shorter this goes on, the less likely an Obama victory will be. This will be knurgier in Arizona than it will in Colorado. How likely will an Obama victory be in Arizona, compared to Colorado?"	chance	"The longer this goes on, the more likely an Obama victory will be."	less likely	more likely	not enough information	C
39	Base	"But the longer this goes on, the worse his odds get. The shorter this goes on, the better his odds get. This goes on longer in May than it does in September. How good are his odds in May, compared to September?"	worse	"But the longer this goes on, the worse his odds get."	better	worse	not enough information	B
39	Recency Bias	"The shorter this goes on, the better his odds get. But the longer this goes on, the worse his odds get.  This goes on longer in May than it does in September.  How good are his odds in May, compared to September?"	more miserable	"But the longer this goes on, the worse his odds get."	more miserable	less miserable	not enough information	A
39	Vocabulary Bias	"But the longer this goes on, the better his odds get.  The shorter this goes on, the worse his odds get.  This goes on longer in May than it does in September.  How good are his odds in May, compared to September?"	less miserable	"But the longer this goes on, the worse his odds get."	more miserable	less miserable	not enough information	B
39	Name Bias	"But the longer this goes on, the worse his odds get.  The shorter this goes on, the better his odds get.  This goes on longer in September than it does in May.  How good are his odds in May, compared to September?"	more miserable	"But the longer this goes on, the worse his odds get."	more miserable	less miserable	not enough information	A
39	Short Calibration	"This goes on longer in May than it does in September.  How good are his odds in May, compared to September?"	not enough information	"But the longer this goes on, the worse his odds get."	more miserable	less miserable	not enough information	C
39	Name Calibration	"But the longer this goes on, the worse his odds get.  The shorter this goes on, the better his odds get.  This goes on longer in May than it does in September.  How good are his odds in August, compared to January?"	not enough information	"But the longer this goes on, the worse his odds get."	more miserable	less miserable	not enough information	C
39	Adjective Calibration	"But the longer this goes on, the worse his odds get. The shorter this goes on, the better his odds get. This is funnier in May than it is in September. How good are his odds in May, compared to September?"	chance	"But the longer this goes on, the worse his odds get."	better	worse	not enough information	C
39	Nonce Calibration	"But the longer this goes on, the worse his odds get. The shorter this goes on, the better his odds get. This is knurgier in May than it is in September. How good are his odds in May, compared to September?"	chance	"But the longer this goes on, the worse his odds get."	better	worse	not enough information	C
40	Base	"At age 56, the more I think about it and the madder I get, to hell with the SC rulings. The less I think about it the less mad I get. I think about it more on the weekends than I do during the week. How mad do I get on the weekends, compared to during the week?"	more mad	"At age 56, the more I think about it and the madder I get, to hell with the SC rulings."	more mad	less mad	not enough information	A
40	Recency Bias	"The less I think about it the less mad I get. At age 56, the more I think about it and the madder I get, to hell with the SC rulings.  I think about it more on the weekends than I do during the week.  How mad do I get on the weekends, compared to during the week?"	more miserable	"At age 56, the more I think about it and the madder I get, to hell with the SC rulings."	more miserable	less miserable	not enough information	A
